"user_id","order_date"
1110,2014-08-10
3664,2014-08-02
8828,2014-05-30
5316,2014-05-22
5750,2014-06-23
10326,2014-08-10
7206,2014-06-25
1584,2014-07-20
4348,2014-07-27
2820,2014-05-20
10042,2014-07-13
6362,2014-08-07
6944,2014-08-07
6604,2014-06-02
8310,2014-06-07
10572,2014-06-06
9228,2014-05-23
6270,2014-05-20
5900,2014-06-06
1430,2014-06-16
5792,2014-06-20
8976,2014-05-17
5450,2014-08-04
5888,2014-07-09
7408,2014-07-21
7218,2014-06-10
10586,2014-07-22
1830,2014-08-15
5710,2014-06-15
8062,2014-06-12
1668,2014-06-02
7404,2014-05-19
3622,2014-05-23
5538,2014-07-25
3614,2014-06-11
4736,2014-07-14
6966,2014-08-05
5418,2014-06-26
1060,2014-07-05
6220,2014-07-28
3360,2014-08-09
1074,2014-06-15
6370,2014-05-18
3628,2014-07-20
7086,2014-06-26
9160,2014-07-01
8268,2014-07-23
4280,2014-06-22
7790,2014-08-11
7552,2014-06-27
6354,2014-06-11
7132,2014-07-04
10798,2014-05-24
5144,2014-06-20
8370,2014-05-21
1150,2014-06-07
7726,2014-07-13
9012,2014-06-13
1412,2014-07-08
4716,2014-07-22
6974,2014-06-19
4700,2014-06-06
1976,2014-06-08
5618,2014-06-15
5882,2014-07-29
5202,2014-07-17
10248,2014-07-15
9790,2014-07-14
7828,2014-07-22
3750,2014-06-27
9150,2014-06-12
7174,2014-06-28
5156,2014-07-29
2792,2014-06-05
3740,2014-05-20
4774,2014-07-01
6222,2014-07-02
7360,2014-07-12
9448,2014-06-24
8646,2014-05-23
8298,2014-06-15
1714,2014-06-10
2998,2014-07-05
2148,2014-06-16
6470,2014-06-03
4378,2014-07-01
2392,2014-08-06
5774,2014-06-12
3284,2014-06-05
10682,2014-07-31
10482,2014-07-04
10310,2014-05-31
3076,2014-06-10
4544,2014-06-14
5686,2014-07-04
9296,2014-08-02
8940,2014-07-25
10014,2014-06-01
2234,2014-06-03
5978,2014-07-14
9974,2014-08-13
1582,2014-07-07
9360,2014-07-14
10494,2014-08-02
7572,2014-06-05
1048,2014-05-31
10014,2014-06-14
9108,2014-08-02
6078,2014-07-17
5034,2014-07-28
7406,2014-08-12
10338,2014-05-21
4226,2014-07-19
5984,2014-06-15
7194,2014-07-30
1804,2014-07-02
9440,2014-06-25
5762,2014-06-29
8430,2014-08-12
7520,2014-07-01
4852,2014-07-18
3052,2014-06-03
3490,2014-06-15
6736,2014-06-04
2746,2014-07-10
2226,2014-06-07
10616,2014-07-12
3470,2014-07-26
9582,2014-07-18
10052,2014-06-04
7622,2014-07-18
5088,2014-05-20
8832,2014-07-16
10194,2014-06-04
4440,2014-06-10
9926,2014-07-21
2192,2014-07-11
7078,2014-05-21
2194,2014-06-23
7148,2014-06-28
9416,2014-06-27
6972,2014-07-16
4578,2014-06-16
1370,2014-06-17
6714,2014-06-11
6192,2014-08-06
10756,2014-08-09
5170,2014-07-02
1982,2014-08-06
5840,2014-06-26
6598,2014-06-28
2916,2014-06-05
6668,2014-05-20
6870,2014-08-02
8110,2014-06-09
9132,2014-06-15
1336,2014-08-06
4910,2014-08-09
6532,2014-07-05
5494,2014-06-06
9210,2014-06-05
5506,2014-08-08
6850,2014-06-04
3172,2014-08-08
7896,2014-08-02
4162,2014-08-02
4388,2014-05-29
4748,2014-07-31
6266,2014-07-07
1374,2014-08-15
6798,2014-05-25
10500,2014-07-05
5196,2014-06-13
10872,2014-08-10
3242,2014-07-04
8198,2014-06-24
8914,2014-06-04
5966,2014-07-01
10384,2014-06-25
1324,2014-06-29
3872,2014-06-29
7726,2014-07-19
3400,2014-05-19
9426,2014-05-29
3848,2014-07-07
4318,2014-08-04
8820,2014-05-24
8230,2014-06-25
2432,2014-08-05
5506,2014-08-09
6774,2014-07-01
6356,2014-06-19
3560,2014-07-10
9046,2014-07-17
6068,2014-07-29
6556,2014-07-28
3708,2014-06-09
1142,2014-07-21
4638,2014-08-06
4720,2014-06-04
8848,2014-06-05
4456,2014-05-21
4430,2014-06-25
7774,2014-07-11
10034,2014-06-14
5388,2014-06-05
9116,2014-06-14
10196,2014-05-18
9280,2014-07-24
8492,2014-07-22
3870,2014-06-05
10384,2014-06-09
10350,2014-08-12
9790,2014-07-13
8894,2014-07-23
1136,2014-06-12
4002,2014-06-17
9122,2014-05-29
5244,2014-06-05
6146,2014-08-12
6542,2014-05-22
2572,2014-06-01
2800,2014-07-06
10452,2014-06-28
1114,2014-07-25
8618,2014-08-15
6592,2014-06-23
9832,2014-07-07
5790,2014-07-17
1084,2014-06-17
6442,2014-07-29
1124,2014-06-17
1892,2014-07-01
9724,2014-05-17
8744,2014-05-30
7424,2014-08-05
1904,2014-08-13
7430,2014-07-20
1754,2014-07-08
3414,2014-08-05
5152,2014-05-19
7790,2014-07-04
10970,2014-07-10
4766,2014-06-24
6566,2014-07-21
7892,2014-06-20
9052,2014-07-11
7014,2014-08-13
1414,2014-08-05
3516,2014-06-21
2466,2014-06-01
7134,2014-06-22
10904,2014-06-30
4324,2014-06-28
3382,2014-07-02
3210,2014-07-04
10992,2014-08-04
8280,2014-08-04
3922,2014-07-04
6510,2014-06-11
9760,2014-08-02
9230,2014-08-15
10780,2014-06-26
3648,2014-07-20
5830,2014-06-26
6534,2014-06-17
4062,2014-07-31
1182,2014-07-04
2928,2014-07-21
8402,2014-06-12
7372,2014-06-30
2094,2014-06-16
3048,2014-08-06
3522,2014-05-17
4272,2014-06-16
9584,2014-08-04
2130,2014-06-06
6268,2014-07-16
3614,2014-06-18
2408,2014-06-12
2076,2014-06-26
6506,2014-05-30
3058,2014-06-19
3854,2014-06-23
9960,2014-07-29
3860,2014-06-01
5506,2014-08-02
7108,2014-08-06
10342,2014-08-11
7348,2014-08-15
9074,2014-06-27
10196,2014-06-13
7282,2014-06-15
4098,2014-08-08
10528,2014-05-24
3534,2014-05-24
9144,2014-05-28
2942,2014-06-30
10494,2014-08-13
8858,2014-06-09
9146,2014-06-11
5344,2014-05-26
10504,2014-06-19
2452,2014-06-01
4580,2014-06-12
6172,2014-07-08
3718,2014-06-28
1854,2014-06-14
8704,2014-08-13
4444,2014-06-08
3814,2014-06-18
4434,2014-07-19
6944,2014-08-01
7920,2014-07-22
10166,2014-07-17
9526,2014-05-20
4268,2014-07-26
2740,2014-08-01
7254,2014-08-09
7842,2014-07-11
4706,2014-06-13
1204,2014-06-05
6154,2014-07-24
3556,2014-07-28
5690,2014-06-21
1290,2014-08-10
2914,2014-06-17
7840,2014-05-28
5228,2014-06-28
1822,2014-08-01
3160,2014-05-29
3542,2014-07-25
2902,2014-06-19
4912,2014-07-20
1664,2014-08-04
4740,2014-07-12
3514,2014-06-21
7186,2014-06-25
2722,2014-05-30
10478,2014-07-31
1842,2014-05-31
6630,2014-07-27
4982,2014-06-04
1268,2014-08-15
10014,2014-07-08
2574,2014-07-04
6284,2014-07-07
6428,2014-06-13
10012,2014-07-13
3092,2014-07-20
4822,2014-06-28
5088,2014-07-24
9894,2014-05-22
6732,2014-07-27
10682,2014-07-19
1180,2014-06-19
6796,2014-07-19
8250,2014-05-18
10336,2014-05-31
6166,2014-06-05
3532,2014-07-04
9118,2014-06-26
1804,2014-08-14
4034,2014-06-05
6192,2014-06-06
3430,2014-07-04
8862,2014-07-05
5832,2014-08-07
7782,2014-08-01
1076,2014-07-19
5742,2014-06-05
5676,2014-08-02
2716,2014-07-24
8346,2014-07-04
5892,2014-06-14
1132,2014-06-25
2324,2014-07-02
9620,2014-07-29
8368,2014-06-05
6732,2014-05-25
2942,2014-07-18
6698,2014-07-20
6278,2014-07-13
3764,2014-07-11
10158,2014-06-22
5000,2014-08-15
6054,2014-06-26
3536,2014-06-25
9876,2014-06-14
2362,2014-08-03
5392,2014-06-04
7466,2014-07-29
2168,2014-07-31
3496,2014-07-09
4068,2014-07-17
3434,2014-05-25
3066,2014-06-15
5382,2014-07-17
7126,2014-05-24
10074,2014-05-21
2192,2014-07-28
7296,2014-06-28
9168,2014-07-17
4286,2014-05-21
5816,2014-06-10
5012,2014-05-17
9654,2014-06-27
5548,2014-07-06
9104,2014-08-01
2994,2014-08-14
9946,2014-06-26
9712,2014-07-18
7486,2014-06-24
7318,2014-08-15
2856,2014-05-23
7764,2014-05-29
7394,2014-07-13
3142,2014-08-15
3910,2014-05-27
9032,2014-07-21
4316,2014-08-04
2808,2014-07-20
10362,2014-06-02
1544,2014-07-22
7184,2014-06-04
1410,2014-06-03
5228,2014-06-06
8020,2014-06-16
1996,2014-07-31
9052,2014-05-18
8196,2014-07-07
3844,2014-06-17
3472,2014-06-12
8044,2014-07-06
6192,2014-07-05
1168,2014-06-30
4826,2014-07-30
6932,2014-05-18
1960,2014-08-12
5224,2014-07-30
9126,2014-07-22
6582,2014-07-13
9048,2014-06-19
1480,2014-06-19
3718,2014-06-29
9832,2014-08-12
6036,2014-08-13
3744,2014-06-22
2750,2014-06-24
9050,2014-06-27
8826,2014-08-10
2256,2014-07-27
1816,2014-07-03
3844,2014-08-14
8094,2014-07-11
6518,2014-07-17
1672,2014-06-30
8420,2014-08-09
8334,2014-07-19
2566,2014-06-21
8286,2014-08-03
6116,2014-06-25
4846,2014-07-20
2206,2014-06-15
8126,2014-06-30
4394,2014-06-15
5210,2014-06-11
4600,2014-06-01
6226,2014-05-30
10584,2014-06-16
4624,2014-05-28
4802,2014-08-02
2146,2014-08-02
8430,2014-06-14
9442,2014-06-07
4784,2014-06-28
1140,2014-08-07
10970,2014-06-02
6980,2014-07-17
3838,2014-06-05
5274,2014-07-30
7284,2014-05-24
3920,2014-07-07
8368,2014-07-24
5810,2014-07-05
5100,2014-06-27
8774,2014-06-08
4104,2014-08-12
2546,2014-06-16
2210,2014-06-03
7908,2014-06-11
2112,2014-08-10
4516,2014-06-30
1094,2014-05-24
3582,2014-06-25
1910,2014-07-10
8432,2014-08-09
5844,2014-08-07
5878,2014-07-05
9180,2014-06-11
6082,2014-05-24
9238,2014-06-13
2786,2014-06-08
3376,2014-07-18
2502,2014-06-18
8630,2014-08-04
6698,2014-07-07
5636,2014-06-27
10404,2014-06-05
10576,2014-06-25
7424,2014-06-11
8976,2014-05-20
3382,2014-07-13
9072,2014-07-24
2970,2014-05-28
3766,2014-08-15
5212,2014-06-21
5350,2014-05-22
6726,2014-06-07
7148,2014-07-04
5420,2014-07-04
3060,2014-07-20
10110,2014-05-29
6620,2014-06-08
7702,2014-08-11
6434,2014-07-22
2218,2014-05-23
4286,2014-06-29
8520,2014-07-11
6902,2014-07-27
4064,2014-08-09
8362,2014-06-29
10524,2014-07-05
8896,2014-07-04
7506,2014-08-06
2266,2014-07-22
9012,2014-06-30
9090,2014-08-06
8648,2014-06-27
10118,2014-07-31
8632,2014-07-22
9736,2014-08-02
7940,2014-05-28
8052,2014-06-05
2592,2014-08-15
10328,2014-07-23
10326,2014-07-28
2414,2014-08-09
6954,2014-06-18
3726,2014-08-15
10502,2014-08-08
5892,2014-06-19
10152,2014-07-18
1478,2014-05-23
4708,2014-06-03
4722,2014-06-13
1422,2014-05-28
5296,2014-08-05
6994,2014-07-11
2182,2014-05-24
7148,2014-06-05
8438,2014-07-24
1580,2014-08-11
8176,2014-08-15
3732,2014-06-16
8178,2014-07-23
9874,2014-06-30
6506,2014-07-04
3844,2014-05-19
4436,2014-06-01
1250,2014-06-18
9136,2014-08-12
4660,2014-07-24
3438,2014-08-15
8958,2014-06-23
6672,2014-08-10
8728,2014-07-03
10814,2014-08-06
5382,2014-06-15
8196,2014-05-26
9744,2014-08-15
2540,2014-08-12
1328,2014-08-07
10310,2014-06-06
3160,2014-06-21
2394,2014-07-14
5278,2014-07-19
9978,2014-05-26
4192,2014-07-10
9148,2014-08-08
6728,2014-07-02
6480,2014-07-14
9098,2014-06-25
10228,2014-06-29
6850,2014-07-09
6580,2014-07-19
10550,2014-06-27
7982,2014-07-30
2092,2014-07-22
1330,2014-06-09
7652,2014-07-22
9470,2014-07-21
9890,2014-06-01
3082,2014-06-22
1286,2014-06-20
8900,2014-08-15
8712,2014-07-24
6142,2014-06-24
7976,2014-07-03
3692,2014-08-07
9080,2014-07-15
7018,2014-07-17
1682,2014-05-19
2584,2014-07-30
1922,2014-07-05
5980,2014-06-05
1370,2014-05-23
4900,2014-06-02
3112,2014-07-07
7028,2014-06-16
10874,2014-07-25
2660,2014-06-26
8592,2014-06-05
5148,2014-07-19
10860,2014-06-24
7830,2014-08-04
7960,2014-07-01
10444,2014-08-11
7356,2014-07-01
7310,2014-08-11
5260,2014-07-05
3266,2014-06-01
5842,2014-08-03
6340,2014-08-12
10904,2014-08-02
3232,2014-06-04
3472,2014-08-07
7980,2014-07-07
5150,2014-06-16
2824,2014-05-28
1436,2014-06-08
2476,2014-06-13
1648,2014-06-11
5410,2014-08-02
5818,2014-05-30
9796,2014-06-05
3706,2014-06-25
10688,2014-07-25
4254,2014-06-27
7526,2014-06-29
8520,2014-08-15
1714,2014-05-19
3766,2014-07-31
10082,2014-08-12
8808,2014-06-22
1386,2014-08-07
6616,2014-08-07
6140,2014-06-13
2928,2014-07-18
2206,2014-07-16
2360,2014-06-06
1804,2014-06-10
6038,2014-06-04
4130,2014-06-20
2452,2014-07-11
5816,2014-07-25
8292,2014-07-19
1022,2014-05-25
9308,2014-06-23
3510,2014-08-10
6172,2014-08-03
2246,2014-06-29
5534,2014-06-17
1006,2014-05-23
3272,2014-06-09
9780,2014-07-29
1482,2014-06-15
9662,2014-06-25
6990,2014-05-20
8044,2014-07-17
5104,2014-08-01
5206,2014-08-05
7030,2014-07-20
4956,2014-07-27
3024,2014-07-04
8030,2014-08-08
2014,2014-05-31
8640,2014-06-05
9950,2014-06-04
2288,2014-07-03
7354,2014-05-24
8524,2014-08-11
3782,2014-08-02
10500,2014-08-09
1082,2014-05-25
10726,2014-08-14
7024,2014-07-22
3516,2014-05-25
5644,2014-05-22
2186,2014-06-16
9090,2014-06-03
5042,2014-06-26
5696,2014-07-29
6232,2014-06-13
10274,2014-07-21
2950,2014-07-16
9038,2014-08-08
7468,2014-07-06
10390,2014-07-22
7426,2014-06-14
10500,2014-07-17
8118,2014-07-21
10648,2014-06-07
7634,2014-08-04
3424,2014-07-31
10324,2014-06-27
1604,2014-06-25
4418,2014-06-29
3974,2014-07-07
5582,2014-07-11
3056,2014-08-09
6646,2014-06-15
10498,2014-07-28
5796,2014-07-24
3740,2014-05-20
9158,2014-07-01
4698,2014-08-06
1052,2014-06-05
3148,2014-07-25
10726,2014-06-23
7854,2014-06-13
1252,2014-05-18
4586,2014-07-24
7666,2014-08-06
9948,2014-08-09
5832,2014-07-06
1174,2014-06-11
10810,2014-08-08
4194,2014-06-22
4396,2014-05-30
9572,2014-05-20
4542,2014-07-31
9642,2014-06-01
5218,2014-07-17
6994,2014-07-10
4948,2014-08-15
1564,2014-07-08
5906,2014-06-21
2098,2014-05-20
1930,2014-07-24
7332,2014-05-28
2818,2014-07-03
3688,2014-07-01
7178,2014-07-19
4888,2014-07-13
6142,2014-06-16
9548,2014-07-02
5886,2014-07-09
6458,2014-07-05
3782,2014-06-21
2348,2014-06-30
9352,2014-08-12
1902,2014-07-04
6168,2014-07-30
4322,2014-07-31
8300,2014-05-26
7964,2014-08-02
9232,2014-07-30
10978,2014-08-13
2950,2014-07-02
2212,2014-07-30
9776,2014-08-10
1540,2014-06-16
8362,2014-06-22
4728,2014-08-02
7448,2014-06-07
2064,2014-07-02
9402,2014-06-26
8700,2014-05-30
6860,2014-05-19
6648,2014-07-14
10762,2014-08-14
3846,2014-08-03
3644,2014-08-06
9050,2014-07-11
9312,2014-05-30
2620,2014-05-23
2998,2014-06-26
10448,2014-07-28
7844,2014-07-28
8940,2014-07-26
3042,2014-06-12
1846,2014-07-09
4606,2014-05-30
9662,2014-06-06
6088,2014-05-30
6516,2014-05-31
1060,2014-07-08
9962,2014-07-03
9154,2014-05-18
5680,2014-08-10
5334,2014-08-10
8178,2014-05-24
1562,2014-08-11
5928,2014-08-15
5074,2014-05-24
3150,2014-06-23
7854,2014-07-08
10632,2014-07-13
3360,2014-06-04
7980,2014-06-25
1176,2014-08-13
1918,2014-06-19
10870,2014-08-08
10332,2014-06-28
1104,2014-05-30
7624,2014-06-10
10934,2014-07-05
2414,2014-06-06
6706,2014-07-30
9404,2014-05-22
10494,2014-07-21
2546,2014-07-22
10670,2014-07-18
3314,2014-08-15
3308,2014-06-05
7808,2014-06-26
2806,2014-05-17
6360,2014-06-11
10424,2014-07-11
4396,2014-06-29
8884,2014-05-18
9724,2014-07-07
1756,2014-08-01
1144,2014-07-24
10920,2014-05-21
2348,2014-05-22
4590,2014-05-31
6518,2014-07-11
4392,2014-08-10
8932,2014-07-28
3942,2014-08-07
5868,2014-08-01
8234,2014-07-13
7466,2014-06-23
5970,2014-08-12
8788,2014-08-15
7454,2014-07-17
5262,2014-06-02
2400,2014-05-27
8840,2014-07-02
5268,2014-07-18
4060,2014-06-05
9436,2014-06-07
3534,2014-06-27
5234,2014-08-02
2472,2014-08-12
9160,2014-08-15
7184,2014-05-20
1708,2014-07-03
5270,2014-07-09
7820,2014-07-13
7314,2014-07-10
3114,2014-06-21
4960,2014-08-10
3458,2014-07-11
4138,2014-06-22
6098,2014-07-28
8890,2014-06-30
2048,2014-07-11
8484,2014-08-09
9800,2014-06-29
5716,2014-07-23
7684,2014-06-25
7902,2014-07-01
4140,2014-07-02
2454,2014-08-05
7650,2014-06-14
6892,2014-08-01
5532,2014-05-28
9688,2014-05-24
7008,2014-08-07
9418,2014-05-28
8238,2014-07-23
2354,2014-07-20
1452,2014-07-19
5872,2014-06-04
7316,2014-06-19
5474,2014-07-25
10756,2014-07-18
1254,2014-05-27
7624,2014-07-18
9068,2014-06-20
4728,2014-06-26
6248,2014-07-20
1530,2014-06-27
4494,2014-06-05
8350,2014-06-28
4448,2014-07-03
9836,2014-07-18
4772,2014-06-28
3672,2014-06-20
7468,2014-08-02
7944,2014-07-08
1760,2014-08-12
5208,2014-06-08
1858,2014-08-05
9932,2014-06-28
9064,2014-07-23
7898,2014-06-13
5904,2014-08-14
8114,2014-05-26
5920,2014-06-29
8460,2014-06-27
2068,2014-08-11
10036,2014-08-07
1140,2014-05-24
3204,2014-07-12
4552,2014-08-01
2810,2014-06-19
3072,2014-06-25
5780,2014-05-20
7902,2014-06-21
6438,2014-06-27
7704,2014-08-01
9830,2014-07-09
10786,2014-08-14
5954,2014-07-10
8256,2014-06-10
9818,2014-08-06
9652,2014-07-25
8998,2014-05-20
6464,2014-07-26
3096,2014-06-23
8608,2014-07-11
10390,2014-05-29
4516,2014-07-11
2642,2014-06-29
1696,2014-06-22
8310,2014-06-24
7376,2014-05-23
1676,2014-07-21
9848,2014-06-27
2654,2014-06-27
8632,2014-06-04
6408,2014-08-05
8712,2014-07-27
2944,2014-07-25
1634,2014-08-14
10810,2014-08-11
5310,2014-07-02
5288,2014-07-04
9050,2014-07-05
10800,2014-06-01
9034,2014-07-04
9396,2014-08-06
10208,2014-05-21
4164,2014-05-17
3140,2014-07-06
10458,2014-08-01
1908,2014-05-28
7798,2014-08-04
8036,2014-07-16
6216,2014-06-26
6970,2014-06-20
8738,2014-08-15
5228,2014-07-02
7566,2014-07-15
3096,2014-06-16
8314,2014-07-04
8094,2014-07-27
2054,2014-06-11
3466,2014-08-07
6028,2014-07-24
7558,2014-06-26
4630,2014-07-07
9522,2014-08-05
1944,2014-07-18
10804,2014-07-22
1246,2014-07-13
4748,2014-08-04
5206,2014-08-12
7556,2014-06-15
2006,2014-06-28
8830,2014-08-13
6762,2014-05-17
10464,2014-06-29
5372,2014-06-04
4932,2014-06-04
8124,2014-06-12
8468,2014-08-07
7118,2014-07-21
7436,2014-06-17
10702,2014-07-25
10512,2014-06-29
8976,2014-06-04
6194,2014-05-21
3884,2014-06-21
2928,2014-06-24
7452,2014-05-29
10444,2014-07-09
2494,2014-05-27
1528,2014-06-24
10240,2014-06-29
8772,2014-06-03
3870,2014-07-29
9956,2014-06-27
10222,2014-06-05
4718,2014-06-06
2806,2014-08-02
6928,2014-06-03
7504,2014-06-12
7126,2014-07-31
1942,2014-06-06
3930,2014-07-11
3934,2014-05-17
8064,2014-06-13
6548,2014-05-28
9046,2014-05-22
2408,2014-08-07
8446,2014-06-12
5210,2014-08-10
1792,2014-06-20
2998,2014-07-18
7716,2014-08-03
6356,2014-06-29
1570,2014-08-02
2276,2014-08-09
5818,2014-05-31
4714,2014-05-21
1516,2014-07-19
5974,2014-07-02
4992,2014-08-08
3258,2014-06-22
3336,2014-07-01
1124,2014-06-20
8562,2014-05-25
4876,2014-06-15
2460,2014-08-12
9286,2014-06-26
7324,2014-08-12
6538,2014-06-01
4856,2014-07-26
2964,2014-07-10
10152,2014-06-04
9582,2014-07-17
2608,2014-06-20
9596,2014-08-15
